TimeStamp,Throttle,pitchSP,pitchPV,pitchOP
128752416563425993,17.199999999999999,0.0032767999999999999,-0.73739130434782607,2
128752416563749210,18,0.0063999999999999994,-0.74086956521739133,2
128752416564018865,18.400000000000002,0.0063999999999999994,-0.74086956521739133,2
128752416564292992,18.400000000000002,0.0063999999999999994,-0.74086956521739133,2
128752416564566701,18.400000000000002,0.0063999999999999994,-0.73391304347826081,2
128752416564840435,18.400000000000002,0.0063999999999999994,-0.71652173913043482,2
128752416565115075,18.400000000000002,0.0063999999999999994,-0.74086956521739133,2
128752416565389407,18.400000000000002,0.0063999999999999994,-0.66782608695652168,2
128752416565664052,18.400000000000002,0.0063999999999999994,-0.75478260869565217,2
128752416565938686,18.400000000000002,0.0063999999999999994,-0.74434782608695649,2
128752416566213270,18.400000000000002,0.0063999999999999994,-0.74434782608695649,2
128752416566487635,18.400000000000002,0.0063999999999999994,-0.82086956521739129,2
128752416566761965,18.800000000000001,0.0063999999999999994,-0.77913043478260868,2
128752416567078644,18.400000000000002,0.0063999999999999994,-0.79304347826086952,2
128752416567354277,18.400000000000002,0.0063999999999999994,-0.7860869565217391,2
128752416567627896,18.400000000000002,0.0063999999999999994,-0.77565217391304342,2
128752416567902840,18.400000000000002,0.0063999999999999994,-0.73043478260869565,2
128752416568176616,18.400000000000002,0.0063999999999999994,-0.66086956521739126,2
128752416568450416,18.400000000000002,0.0063999999999999994,-0.66434782608695653,2
128752416568725077,18.400000000000002,0.0063999999999999994,-0.54956521739130437,1
128752416569000032,18.400000000000002,0.0063999999999999994,-0.53565217391304343,1
128752416569273810,18.400000000000002,0.0063999999999999994,-0.46608695652173909,1
128752416569547590,18.800000000000001,0.0063999999999999994,-0.41043478260869565,1
128752416569821943,18.400000000000002,0.0063999999999999994,-0.41391304347826086,1
128752416570095708,18.400000000000002,0.0063999999999999994,-0.33391304347826084,1
128752416570370081,18.800000000000001,0.051199999999999996,-0.38956521739130434,1
128752416570687336,18.400000000000002,0.20971519999999999,-0.36173913043478262,1
128752416570961746,18.400000000000002,0.7077888,-0.38608695652173913,3
128752416571233859,18.800000000000001,2.1951999999999998,-0.38956521739130434,8
128752416571509211,18.800000000000001,2.8094463999999997,-0.42782608695652175,10
128752416571784310,18.400000000000002,3.0371327999999997,-0.38260869565217392,10
128752416572059396,18.400000000000002,3.5287552,-0.28521739130434781,12
128752416572332640,18.400000000000002,3.7933055999999996,-0.17739130434782613,12
128752416572607760,18.400000000000002,4.0707583999999999,0.0034782608695652639,12
128752416572879333,18.800000000000001,4.6655999999999995,0.23999999999999999,14
128752416573151877,18.400000000000002,5.3157375999999994,0.54608695652173922,15
128752416573423815,18.400000000000002,4.9836032000000001,0.9321739130434783,12
128752416573695368,18.400000000000002,4.6655999999999995,1.3843478260869564,10
128752416573967185,18.400000000000002,4.0707583999999999,1.794782608695652,7
128752416574281413,18.400000000000002,3.2767999999999997,2.2643478260869569,3
128752416574553649,18.400000000000002,3.5287552,2.7095652173913045,2
128752416574823345,18.800000000000001,3.0371327999999997,3.0713043478260866,0
128752416575094866,18.400000000000002,2.3887871999999999,3.3182608695652176,-2
128752416575368494,18.400000000000002,1.2487168,3.4400000000000004,-7
128752416575641679,18.800000000000001,0.17279999999999998,3.506086956521739,-10
128752416575915798,18.400000000000002,0.026214399999999999,3.4295652173913043,-10
